sample_ID,time_point,treatment,TANK_NUM,metric_id,width1,width2
175,Prawn_chip,l,6,175_prawn_chip_17,0.609,0.512
175,Prawn_chip,l,6,175_prawn_chip_18,0.576,0.547
175,Prawn_chip,l,6,175_prawn_chip_19,0.655,0.432
175,Prawn_chip,l,6,175_prawn_chip_20,0.625,0.598
175,Prawn_chip,l,6,175_prawn_chip_21,0.761,0.474
175,Prawn_chip,l,6,175_prawn_chip_22,0.564,0.461
175,Prawn_chip,l,6,175_prawn_chip_23,0.685,0.449
175,Prawn_chip,l,6,175_prawn_chip_24,0.818,0.631
175,Prawn_chip,l,6,175_prawn_chip_25,0.738,0.405
176,Prawn_chip,AMB,7,176_prawn_chip_1,0.685,0.501
176,Prawn_chip,AMB,7,176_prawn_chip_2,0.534,0.473
176,Prawn_chip,AMB,7,176_prawn_chip_3,0.869,0.531
176,Prawn_chip,AMB,7,176_prawn_chip_4,0.735,0.678
176,Prawn_chip,AMB,7,176_prawn_chip_5,0.727,0.593
176,Prawn_chip,AMB,7,176_prawn_chip_6,0.819,0.511
176,Prawn_chip,AMB,7,176_prawn_chip_7,0.7,0.603
176,Prawn_chip,AMB,7,176_prawn_chip_8,0.69,0.594
176,Prawn_chip,AMB,7,176_prawn_chip_9,0.778,0.618
176,Prawn_chip,AMB,7,176_prawn_chip_10,0.784,0.616
176,Prawn_chip,AMB,7,176_prawn_chip_11,0.68,0.53
176,Prawn_chip,AMB,7,176_prawn_chip_12,0.713,0.635
176,Prawn_chip,AMB,7,176_prawn_chip_13,0.759,0.574
176,Prawn_chip,AMB,7,176_prawn_chip_14,0.759,0.601
176,Prawn_chip,AMB,7,176_prawn_chip_15,0.729,0.474
176,Prawn_chip,AMB,7,176_prawn_chip_16,0.731,0.692
176,Prawn_chip,AMB,7,176_prawn_chip_17,0.862,0.624
176,Prawn_chip,AMB,7,176_prawn_chip_18,0.462,0.481
176,Prawn_chip,AMB,7,176_prawn_chip_19,0.857,0.551
176,Prawn_chip,AMB,7,176_prawn_chip_20,0.68,0.667
176,Prawn_chip,AMB,7,176_prawn_chip_21,0.687,0.667
176,Prawn_chip,AMB,7,176_prawn_chip_22,0.727,0.55
176,Prawn_chip,AMB,7,176_prawn_chip_23,0.62,0.626
176,Prawn_chip,AMB,7,176_prawn_chip_24,0.792,0.372
176,Prawn_chip,AMB,7,176_prawn_chip_25,0.687,0.364
177,Prawn_chip,l,8,177_prawn_chip_1,0.633,0.588
177,Prawn_chip,l,8,177_prawn_chip_2,0.791,0.659
177,Prawn_chip,l,8,177_prawn_chip_3,0.858,0.578
177,Prawn_chip,l,8,177_prawn_chip_4,0.809,0.657
177,Prawn_chip,l,8,177_prawn_chip_5,0.723,0.717
177,Prawn_chip,l,8,177_prawn_chip_6,1.02,0.461
177,Prawn_chip,l,8,177_prawn_chip_7,0.686,0.562
177,Prawn_chip,l,8,177_prawn_chip_8,0.796,0.555
177,Prawn_chip,l,8,177_prawn_chip_9,0.737,0.49
177,Prawn_chip,l,8,177_prawn_chip_10,0.675,0.487
177,Prawn_chip,l,8,177_prawn_chip_11,0.776,0.712
177,Prawn_chip,l,8,177_prawn_chip_12,0.722,0.459
177,Prawn_chip,l,8,177_prawn_chip_13,0.818,0.61
177,Prawn_chip,l,8,177_prawn_chip_14,0.814,0.614
177,Prawn_chip,l,8,177_prawn_chip_15,0.666,0.547
177,Prawn_chip,l,8,177_prawn_chip_16,0.82,0.553
177,Prawn_chip,l,8,177_prawn_chip_17,0.687,0.628
177,Prawn_chip,l,8,177_prawn_chip_18,0.664,0.593
177,Prawn_chip,l,8,177_prawn_chip_19,0.664,0.484
177,Prawn_chip,l,8,177_prawn_chip_20,0.901,0.521
177,Prawn_chip,l,8,177_prawn_chip_21,0.934,0.748
177,Prawn_chip,l,8,177_prawn_chip_22,0.752,0.458
177,Prawn_chip,l,8,177_prawn_chip_23,0.732,0.581
177,Prawn_chip,l,8,177_prawn_chip_24,0.726,0.617
177,Prawn_chip,l,8,177_prawn_chip_25,0.754,0.61
178,Prawn_chip,xl,9,178_prawn_chip_1,0.829,0.456
178,Prawn_chip,xl,9,178_prawn_chip_2,0.758,0.468
178,Prawn_chip,xl,9,178_prawn_chip_3,0.57,0.565
178,Prawn_chip,xl,9,178_prawn_chip_4,0.65,0.565
178,Prawn_chip,xl,9,178_prawn_chip_5,0.662,0.446
178,Prawn_chip,xl,9,178_prawn_chip_6,0.747,0.725
178,Prawn_chip,xl,9,178_prawn_chip_7,0.658,0.59
178,Prawn_chip,xl,9,178_prawn_chip_8,0.701,0.621
178,Prawn_chip,xl,9,178_prawn_chip_9,0.776,0.435
178,Prawn_chip,xl,9,178_prawn_chip_10,0.685,0.577
178,Prawn_chip,xl,9,178_prawn_chip_11,0.726,0.473
178,Prawn_chip,xl,9,178_prawn_chip_12,0.572,0.539
178,Prawn_chip,xl,9,178_prawn_chip_13,0.626,0.549
178,Prawn_chip,xl,9,178_prawn_chip_14,0.552,0.607
178,Prawn_chip,xl,9,178_prawn_chip_15,0.783,0.447
178,Prawn_chip,xl,9,178_prawn_chip_16,0.667,0.474
178,Prawn_chip,xl,9,178_prawn_chip_17,0.664,0.527
178,Prawn_chip,xl,9,178_prawn_chip_18,0.792,0.561
178,Prawn_chip,xl,9,178_prawn_chip_19,0.598,0.589
178,Prawn_chip,xl,9,178_prawn_chip_20,0.645,0.57
178,Prawn_chip,xl,9,178_prawn_chip_21,0.751,0.679
178,Prawn_chip,xl,9,178_prawn_chip_22,0.633,0.515
178,Prawn_chip,xl,9,178_prawn_chip_23,0.754,0.625
178,Prawn_chip,xl,9,178_prawn_chip_24,0.774,0.716
178,Prawn_chip,xl,9,178_prawn_chip_25,0.768,0.393
362,Planulae,AMB,10,362_planulae_1,0.851,0.441
362,Planulae,AMB,10,362_planulae_2,0.817,0.444
362,Planulae,AMB,10,362_planulae_3,0.684,0.388
362,Planulae,AMB,10,362_planulae_4,0.796,0.515
362,Planulae,AMB,10,362_planulae_5,0.75,0.452
362,Planulae,AMB,10,362_planulae_6,0.892,0.405
362,Planulae,AMB,10,362_planulae_7,0.684,0.365
362,Planulae,AMB,10,362_planulae_8,0.637,0.427
362,Planulae,AMB,10,362_planulae_9,0.743,0.373
362,Planulae,AMB,10,362_planulae_10,0.846,0.461
362,Planulae,AMB,10,362_planulae_11,0.588,0.392
362,Planulae,AMB,10,362_planulae_12,0.817,0.409
362,Planulae,AMB,10,362_planulae_13,0.769,0.497
362,Planulae,AMB,10,362_planulae_14,0.426,0.426
362,Planulae,AMB,10,362_planulae_15,0.875,0.363
362,Planulae,AMB,10,362_planulae_16,0.641,0.366
362,Planulae,AMB,10,362_planulae_17,0.815,0.361
362,Planulae,AMB,10,362_planulae_18,0.704,0.391
362,Planulae,AMB,10,362_planulae_19,0.76,0.334
362,Planulae,AMB,10,362_planulae_20,0.674,0.456
362,Planulae,AMB,10,362_planulae_21,0.621,0.395
362,Planulae,AMB,10,362_planulae_22,0.737,0.36
362,Planulae,AMB,10,362_planulae_23,0.623,0.414
362,Planulae,AMB,10,362_planulae_24,0.694,0.376
362,Planulae,AMB,10,362_planulae_25,0.775,0.409
370,Planulae,xl,11,370_planulae_1,0.721,0.35
370,Planulae,xl,11,370_planulae_2,0.665,0.425
370,Planulae,xl,11,370_planulae_3,0.577,0.367
370,Planulae,xl,11,370_planulae_4,0.887,0.329
370,Planulae,xl,11,370_planulae_5,0.662,0.365
370,Planulae,xl,11,370_planulae_6,0.588,0.412
370,Planulae,xl,11,370_planulae_7,0.688,0.361
370,Planulae,xl,11,370_planulae_8,0.498,0.42
370,Planulae,xl,11,370_planulae_9,0.508,0.343
370,Planulae,xl,11,370_planulae_10,0.737,0.368
370,Planulae,xl,11,370_planulae_11,0.41,0.608
370,Planulae,xl,11,370_planulae_12,0.722,0.369
370,Planulae,xl,11,370_planulae_13,0.819,0.352
370,Planulae,xl,11,370_planulae_14,0.596,0.358
370,Planulae,xl,11,370_planulae_15,0.629,0.413
370,Planulae,xl,11,370_planulae_16,0.606,0.432
370,Planulae,xl,11,370_planulae_17,0.599,0.437
370,Planulae,xl,11,370_planulae_18,0.62,0.381
370,Planulae,xl,11,370_planulae_19,0.444,0.411
370,Planulae,xl,11,370_planulae_20,0.892,0.402
370,Planulae,xl,11,370_planulae_21,0.654,0.368
370,Planulae,xl,11,370_planulae_22,0.533,0.34
370,Planulae,xl,11,370_planulae_23,0.483,0.26
370,Planulae,xl,11,370_planulae_24,0.504,0.295
370,Planulae,xl,11,370_planulae_25,0.627,0.371
374,Planulae,l,12,374_planulae_1,0.434,0.418
374,Planulae,l,12,374_planulae_2,0.541,0.419
374,Planulae,l,12,374_planulae_3,0.595,0.367
374,Planulae,l,12,374_planulae_4,0.66,0.316
374,Planulae,l,12,374_planulae_5,0.342,0.398
374,Planulae,l,12,374_planulae_6,0.433,0.362
374,Planulae,l,12,374_planulae_7,0.62,0.389
374,Planulae,l,12,374_planulae_8,0.702,0.445
374,Planulae,l,12,374_planulae_9,0.579,0.387
374,Planulae,l,12,374_planulae_10,0.51,0.404
374,Planulae,l,12,374_planulae_11,0.564,0.393
374,Planulae,l,12,374_planulae_12,0.514,0.394
374,Planulae,l,12,374_planulae_13,0.513,0.389
374,Planulae,l,12,374_planulae_14,0.503,0.434
374,Planulae,l,12,374_planulae_15,0.671,0.47
374,Planulae,l,12,374_planulae_16,0.669,0.442
374,Planulae,l,12,374_planulae_17,0.597,0.401
374,Planulae,l,12,374_planulae_18,0.598,0.416
374,Planulae,l,12,374_planulae_19,0.546,0.386
374,Planulae,l,12,374_planulae_20,0.442,0.42
374,Planulae,l,12,374_planulae_21,0.644,0.404
374,Planulae,l,12,374_planulae_22,0.623,0.305
374,Planulae,l,12,374_planulae_23,0.522,0.405
374,Planulae,l,12,374_planulae_24,0.535,0.383
374,Planulae,l,12,374_planulae_25,0.397,0.33
378,Planulae,AMB,13,378_planulae_1,0.718,0.434
378,Planulae,AMB,13,378_planulae_2,0.717,0.326
378,Planulae,AMB,13,378_planulae_3,0.669,0.348
378,Planulae,AMB,13,378_planulae_4,0.768,0.365
378,Planulae,AMB,13,378_planulae_5,0.705,0.375
378,Planulae,AMB,13,378_planulae_6,0.732,0.377
378,Planulae,AMB,13,378_planulae_7,0.738,0.379
378,Planulae,AMB,13,378_planulae_8,0.678,0.45
378,Planulae,AMB,13,378_planulae_9,0.422,0.374
378,Planulae,AMB,13,378_planulae_10,0.448,0.433
378,Planulae,AMB,13,378_planulae_11,0.583,0.339
378,Planulae,AMB,13,378_planulae_12,0.795,0.365
378,Planulae,AMB,13,378_planulae_13,0.638,0.428
378,Planulae,AMB,13,378_planulae_14,0.661,0.404
378,Planulae,AMB,13,378_planulae_15,0.877,0.366
378,Planulae,AMB,13,378_planulae_16,0.362,0.332
378,Planulae,AMB,13,378_planulae_17,0.651,0.434
378,Planulae,AMB,13,378_planulae_18,0.509,0.408
378,Planulae,AMB,13,378_planulae_19,0.558,0.435
378,Planulae,AMB,13,378_planulae_20,0.572,0.465
378,Planulae,AMB,13,378_planulae_21,0.628,0.472
378,Planulae,AMB,13,378_planulae_22,0.819,0.514
378,Planulae,AMB,13,378_planulae_23,0.61,0.394
378,Planulae,AMB,13,378_planulae_24,0.626,0.421
378,Planulae,AMB,13,378_planulae_25,0.687,0.351
366,Planulae,xl,14,366_planulae_1,0.733,0.402
366,Planulae,xl,14,366_planulae_2,0.781,0.469
366,Planulae,xl,14,366_planulae_3,0.636,0.321
366,Planulae,xl,14,366_planulae_4,0.826,0.375
366,Planulae,xl,14,366_planulae_5,0.64,0.361
366,Planulae,xl,14,366_planulae_6,0.719,0.452
366,Planulae,xl,14,366_planulae_7,0.871,0.351
366,Planulae,xl,14,366_planulae_8,0.407,0.368
366,Planulae,xl,14,366_planulae_9,0.608,0.497
366,Planulae,xl,14,366_planulae_10,0.767,0.365
366,Planulae,xl,14,366_planulae_11,0.586,0.388
366,Planulae,xl,14,366_planulae_12,0.718,0.361
366,Planulae,xl,14,366_planulae_13,0.742,0.391
366,Planulae,xl,14,366_planulae_14,1.012,0.319
366,Planulae,xl,14,366_planulae_15,0.659,0.312
366,Planulae,xl,14,366_planulae_16,0.819,0.297
366,Planulae,xl,14,366_planulae_17,0.797,0.366
366,Planulae,xl,14,366_planulae_18,0.667,0.442
366,Planulae,xl,14,366_planulae_19,0.613,0.442
366,Planulae,xl,14,366_planulae_20,0.713,0.284
366,Planulae,xl,14,366_planulae_21,0.686,0.387
366,Planulae,xl,14,366_planulae_22,0.75,0.284
366,Planulae,xl,14,366_planulae_23,0.761,0.315
366,Planulae,xl,14,366_planulae_24,0.595,0.469
366,Planulae,xl,14,366_planulae_25,0.761,0.282
382,Planulae,l,15,382_planulae_1,0.606,0.364
382,Planulae,l,15,382_planulae_2,0.627,0.448
382,Planulae,l,15,382_planulae_3,0.644,0.364
382,Planulae,l,15,382_planulae_4,0.645,0.336
382,Planulae,l,15,382_planulae_5,0.525,0.399
382,Planulae,l,15,382_planulae_6,0.454,0.348
382,Planulae,l,15,382_planulae_7,0.956,0.319
382,Planulae,l,15,382_planulae_8,0.703,0.382
382,Planulae,l,15,382_planulae_9,0.54,0.446
382,Planulae,l,15,382_planulae_10,0.753,0.42
382,Planulae,l,15,382_planulae_11,0.533,0.403
382,Planulae,l,15,382_planulae_12,0.739,0.328
382,Planulae,l,15,382_planulae_13,0.61,0.427
382,Planulae,l,15,382_planulae_14,0.583,0.447
382,Planulae,l,15,382_planulae_15,0.526,0.342
382,Planulae,l,15,382_planulae_16,0.693,0.333
382,Planulae,l,15,382_planulae_17,0.554,0.426
382,Planulae,l,15,382_planulae_18,0.665,0.372
382,Planulae,l,15,382_planulae_19,0.642,0.396
382,Planulae,l,15,382_planulae_20,0.342,0.354
382,Planulae,l,15,382_planulae_21,0.465,0.309
382,Planulae,l,15,382_planulae_22,0.615,0.343
382,Planulae,l,15,382_planulae_23,0.656,0.387
382,Planulae,l,15,382_planulae_24,0.643,0.433
382,Planulae,l,15,382_planulae_25,0.476,0.373
187,Gastrulation,AMB,1,187_gastrulation_1,0.614,0.456
187,Gastrulation,AMB,1,187_gastrulation_2,0.571,0.492
187,Gastrulation,AMB,1,187_gastrulation_3,0.581,0.489
187,Gastrulation,AMB,1,187_gastrulation_4,0.572,0.382
187,Gastrulation,AMB,1,187_gastrulation_5,0.701,0.37
187,Gastrulation,AMB,1,187_gastrulation_6,0.551,0.511
187,Gastrulation,AMB,1,187_gastrulation_7,0.526,0.424
187,Gastrulation,AMB,1,187_gastrulation_8,0.52,0.467
187,Gastrulation,AMB,1,187_gastrulation_9,0.493,0.446
187,Gastrulation,AMB,1,187_gastrulation_10,0.506,0.43
187,Gastrulation,AMB,1,187_gastrulation_11,0.518,0.523
187,Gastrulation,AMB,1,187_gastrulation_12,0.531,0.471
187,Gastrulation,AMB,1,187_gastrulation_13,0.6,0.469
187,Gastrulation,AMB,1,187_gastrulation_14,0.577,0.437
187,Gastrulation,AMB,1,187_gastrulation_15,0.512,0.485
187,Gastrulation,AMB,1,187_gastrulation_16,0.624,0.514
187,Gastrulation,AMB,1,187_gastrulation_17,0.593,0.457
187,Gastrulation,AMB,1,187_gastrulation_18,0.512,0.544
187,Gastrulation,AMB,1,187_gastrulation_19,0.632,0.442
187,Gastrulation,AMB,1,187_gastrulation_20,0.447,0.459
187,Gastrulation,AMB,1,187_gastrulation_21,0.578,0.46
187,Gastrulation,AMB,1,187_gastrulation_22,0.525,0.526
187,Gastrulation,AMB,1,187_gastrulation_23,0.498,0.457
187,Gastrulation,AMB,1,187_gastrulation_24,0.585,0.459
187,Gastrulation,AMB,1,187_gastrulation_25,0.537,0.499
188,Gastrulation,AMB,2,188_gastrulation_1,0.663,0.441
188,Gastrulation,AMB,2,188_gastrulation_2,0.657,0.421
188,Gastrulation,AMB,2,188_gastrulation_3,0.559,0.438
188,Gastrulation,AMB,2,188_gastrulation_4,0.587,0.424
188,Gastrulation,AMB,2,188_gastrulation_5,0.614,0.487
188,Gastrulation,AMB,2,188_gastrulation_6,0.66,0.539
188,Gastrulation,AMB,2,188_gastrulation_7,0.641,0.405
188,Gastrulation,AMB,2,188_gastrulation_8,0.552,0.508
188,Gastrulation,AMB,2,188_gastrulation_9,0.461,0.547
188,Gastrulation,AMB,2,188_gastrulation_10,0.606,0.458
188,Gastrulation,AMB,2,188_gastrulation_11,0.619,0.466
188,Gastrulation,AMB,2,188_gastrulation_12,0.566,0.526
188,Gastrulation,AMB,2,188_gastrulation_13,0.579,0.474
188,Gastrulation,AMB,2,188_gastrulation_14,0.502,0.428
188,Gastrulation,AMB,2,188_gastrulation_15,0.523,0.469
188,Gastrulation,AMB,2,188_gastrulation_16,0.623,0.446
188,Gastrulation,AMB,2,188_gastrulation_17,0.571,0.45
188,Gastrulation,AMB,2,188_gastrulation_18,0.536,0.482
188,Gastrulation,AMB,2,188_gastrulation_19,0.515,0.518
188,Gastrulation,AMB,2,188_gastrulation_20,0.611,0.489
188,Gastrulation,AMB,2,188_gastrulation_21,0.541,0.511
188,Gastrulation,AMB,2,188_gastrulation_22,0.576,0.477
188,Gastrulation,AMB,2,188_gastrulation_23,0.507,0.4
188,Gastrulation,AMB,2,188_gastrulation_24,0.589,0.437
188,Gastrulation,AMB,2,188_gastrulation_25,0.648,0.455
189,Gastrulation,l,3,189_gastrulation_1,0.697,0.383
189,Gastrulation,l,3,189_gastrulation_2,0.695,0.382
189,Gastrulation,l,3,189_gastrulation_3,0.585,0.4
189,Gastrulation,l,3,189_gastrulation_4,0.507,0.469
189,Gastrulation,l,3,189_gastrulation_5,0.55,0.454
189,Gastrulation,l,3,189_gastrulation_6,0.495,0.466
189,Gastrulation,l,3,189_gastrulation_7,0.545,0.354
189,Gastrulation,l,3,189_gastrulation_8,0.584,0.475
189,Gastrulation,l,3,189_gastrulation_9,0.497,0.39
189,Gastrulation,l,3,189_gastrulation_10,0.51,0.444
189,Gastrulation,l,3,189_gastrulation_11,0.533,0.464
189,Gastrulation,l,3,189_gastrulation_12,0.636,0.421
189,Gastrulation,l,3,189_gastrulation_13,0.59,0.472
189,Gastrulation,l,3,189_gastrulation_14,0.572,0.491
189,Gastrulation,l,3,189_gastrulation_15,0.57,0.44
189,Gastrulation,l,3,189_gastrulation_16,0.517,0.52
189,Gastrulation,l,3,189_gastrulation_17,0.501,0.446
189,Gastrulation,l,3,189_gastrulation_18,0.519,0.507
189,Gastrulation,l,3,189_gastrulation_19,0.485,0.426
189,Gastrulation,l,3,189_gastrulation_20,0.553,0.444
189,Gastrulation,l,3,189_gastrulation_21,0.605,0.376
189,Gastrulation,l,3,189_gastrulation_22,0.465,0.464
189,Gastrulation,l,3,189_gastrulation_23,0.603,0.476
189,Gastrulation,l,3,189_gastrulation_24,0.548,0.459
189,Gastrulation,l,3,189_gastrulation_25,0.476,0.43
190,Gastrulation,xl,5,190_gastrulation_1,0.491,0.489
190,Gastrulation,xl,5,190_gastrulation_2,0.569,0.409
190,Gastrulation,xl,5,190_gastrulation_3,0.577,0.442
190,Gastrulation,xl,5,190_gastrulation_4,0.525,0.475
190,Gastrulation,xl,5,190_gastrulation_5,0.481,0.442
190,Gastrulation,xl,5,190_gastrulation_6,0.599,0.416
190,Gastrulation,xl,5,190_gastrulation_7,0.439,0.429
190,Gastrulation,xl,5,190_gastrulation_8,0.57,0.434
190,Gastrulation,xl,5,190_gastrulation_9,0.476,0.504
190,Gastrulation,xl,5,190_gastrulation_10,0.534,0.448
190,Gastrulation,xl,5,190_gastrulation_11,0.455,0.379
190,Gastrulation,xl,5,190_gastrulation_12,0.536,0.5
190,Gastrulation,xl,5,190_gastrulation_13,0.577,0.486
190,Gastrulation,xl,5,190_gastrulation_14,0.537,0.497
190,Gastrulation,xl,5,190_gastrulation_15,0.588,0.469
190,Gastrulation,xl,5,190_gastrulation_16,0.579,0.488
190,Gastrulation,xl,5,190_gastrulation_17,0.55,0.441
190,Gastrulation,xl,5,190_gastrulation_18,0.587,0.496
190,Gastrulation,xl,5,190_gastrulation_19,0.516,0.443
190,Gastrulation,xl,5,190_gastrulation_20,0.592,0.468
190,Gastrulation,xl,5,190_gastrulation_21,0.551,0.441
190,Gastrulation,xl,5,190_gastrulation_22,0.48,0.418
190,Gastrulation,xl,5,190_gastrulation_23,0.617,0.433
190,Gastrulation,xl,5,190_gastrulation_24,0.5622,0.491
190,Gastrulation,xl,5,190_gastrulation_25,0.53,0.481
191,Gastrulation,l,6,191_gastrulation_1,0.494,0.418
191,Gastrulation,l,6,191_gastrulation_2,0.655,0.493
191,Gastrulation,l,6,191_gastrulation_3,0.569,0.461
191,Gastrulation,l,6,191_gastrulation_4,0.574,0.466
191,Gastrulation,l,6,191_gastrulation_5,0.555,0.394
191,Gastrulation,l,6,191_gastrulation_6,0.585,0.514
191,Gastrulation,l,6,191_gastrulation_7,0.576,0.531
191,Gastrulation,l,6,191_gastrulation_8,0.482,0.439
191,Gastrulation,l,6,191_gastrulation_9,0.482,0.495
191,Gastrulation,l,6,191_gastrulation_10,0.526,0.403
191,Gastrulation,l,6,191_gastrulation_11,0.544,0.45
191,Gastrulation,l,6,191_gastrulation_12,0.502,0.46
191,Gastrulation,l,6,191_gastrulation_13,0.481,0.377
191,Gastrulation,l,6,191_gastrulation_14,0.476,0.388
191,Gastrulation,l,6,191_gastrulation_15,0.516,0.465
191,Gastrulation,l,6,191_gastrulation_16,0.508,0.448
191,Gastrulation,l,6,191_gastrulation_17,0.523,0.453
191,Gastrulation,l,6,191_gastrulation_18,0.434,0.439
191,Gastrulation,l,6,191_gastrulation_19,0.565,0.476
191,Gastrulation,l,6,191_gastrulation_20,0.452,0.425
191,Gastrulation,l,6,191_gastrulation_21,0.489,0.46
191,Gastrulation,l,6,191_gastrulation_22,0.454,0.387
191,Gastrulation,l,6,191_gastrulation_23,0.494,0.448
191,Gastrulation,l,6,191_gastrulation_24,0.455,0.445
191,Gastrulation,l,6,191_gastrulation_25,0.462,0.405
192,Gastrulation,AMB,7,192_gastrulation_1,0.576,0.477
192,Gastrulation,AMB,7,192_gastrulation_2,0.551,0.459
192,Gastrulation,AMB,7,192_gastrulation_3,0.505,0.401
192,Gastrulation,AMB,7,192_gastrulation_4,0.509,0.44
192,Gastrulation,AMB,7,192_gastrulation_5,0.653,0.571
192,Gastrulation,AMB,7,192_gastrulation_6,0.57,0.409
192,Gastrulation,AMB,7,192_gastrulation_7,0.537,0.493
192,Gastrulation,AMB,7,192_gastrulation_8,0.575,0.426
192,Gastrulation,AMB,7,192_gastrulation_9,0.551,0.506
192,Gastrulation,AMB,7,192_gastrulation_10,0.561,0.414
192,Gastrulation,AMB,7,192_gastrulation_11,0.584,0.461
192,Gastrulation,AMB,7,192_gastrulation_12,0.527,0.553
192,Gastrulation,AMB,7,192_gastrulation_13,0.459,0.483
192,Gastrulation,AMB,7,192_gastrulation_14,0.571,0.479
192,Gastrulation,AMB,7,192_gastrulation_15,0.596,0.369
192,Gastrulation,AMB,7,192_gastrulation_16,0.509,0.455
192,Gastrulation,AMB,7,192_gastrulation_17,0.548,0.516
192,Gastrulation,AMB,7,192_gastrulation_18,0.461,0.45
192,Gastrulation,AMB,7,192_gastrulation_19,0.49,0.393
192,Gastrulation,AMB,7,192_gastrulation_20,0.51,0.43
192,Gastrulation,AMB,7,192_gastrulation_21,0.592,0.435
192,Gastrulation,AMB,7,192_gastrulation_22,0.606,0.457
192,Gastrulation,AMB,7,192_gastrulation_23,0.51,0.42
192,Gastrulation,AMB,7,192_gastrulation_24,0.544,0.469
192,Gastrulation,AMB,7,192_gastrulation_25,0.663,0.519
173,Gastrulation,xl,9,173_gastrulation_1,0.513,0.406
173,Gastrulation,xl,9,173_gastrulation_2,0.497,0.469
173,Gastrulation,xl,9,173_gastrulation_3,0.5,0.44
173,Gastrulation,xl,9,173_gastrulation_4,0.655,0.454
173,Gastrulation,xl,9,173_gastrulation_5,0.546,0.451
173,Gastrulation,xl,9,173_gastrulation_6,0.52,0.423
173,Gastrulation,xl,9,173_gastrulation_7,0.493,0.486
173,Gastrulation,xl,9,173_gastrulation_8,0.476,0.47
173,Gastrulation,xl,9,173_gastrulation_9,0.517,0.438
173,Gastrulation,xl,9,173_gastrulation_10,0.585,0.408
173,Gastrulation,xl,9,173_gastrulation_11,0.529,0.446
173,Gastrulation,xl,9,173_gastrulation_12,0.53,0.46
173,Gastrulation,xl,9,173_gastrulation_13,0.517,0.424
173,Gastrulation,xl,9,173_gastrulation_14,0.513,0.478
173,Gastrulation,xl,9,173_gastrulation_15,0.494,0.534
173,Gastrulation,xl,9,173_gastrulation_16,0.591,0.448
173,Gastrulation,xl,9,173_gastrulation_17,0.487,0.405
173,Gastrulation,xl,9,173_gastrulation_18,0.548,0.483
173,Gastrulation,xl,9,173_gastrulation_19,0.566,0.433
173,Gastrulation,xl,9,173_gastrulation_20,0.538,0.464
173,Gastrulation,xl,9,173_gastrulation_21,0.64,0.373
173,Gastrulation,xl,9,173_gastrulation_22,0.591,0.441
173,Gastrulation,xl,9,173_gastrulation_23,0.522,0.467
173,Gastrulation,xl,9,173_gastrulation_24,0.466,0.471
173,Gastrulation,xl,9,173_gastrulation_25,0.468,0.449
201,20190409_201,Gastrulation,10,201_gastrulation_1,0.422,0.372
201,20190409_201,Gastrulation,10,201_gastrulation_2,0.44,0.368
201,20190409_201,Gastrulation,10,201_gastrulation_3,0.417,0.42
201,20190409_201,Gastrulation,10,201_gastrulation_4,0.476,0.393
201,20190409_201,Gastrulation,10,201_gastrulation_5,0.458,0.412
201,20190409_201,Gastrulation,10,201_gastrulation_6,0.488,0.426
201,20190409_201,Gastrulation,10,201_gastrulation_7,0.452,0.399
201,20190409_201,Gastrulation,10,201_gastrulation_8,0.463,0.453
201,20190409_201,Gastrulation,10,201_gastrulation_9,0.403,0.385
201,20190409_201,Gastrulation,10,201_gastrulation_10,0.466,0.362
201,20190409_201,Gastrulation,10,201_gastrulation_11,0.411,0.361
201,20190409_201,Gastrulation,10,201_gastrulation_12,0.388,0.315
201,20190409_201,Gastrulation,10,201_gastrulation_13,0.481,0.339
201,20190409_201,Gastrulation,10,201_gastrulation_14,0.407,0.373
201,20190409_201,Gastrulation,10,201_gastrulation_15,0.337,0.349
201,20190409_201,Gastrulation,10,201_gastrulation_16,0.485,0.426
201,20190409_201,Gastrulation,10,201_gastrulation_17,0.415,0.415
201,20190409_201,Gastrulation,10,201_gastrulation_18,0.419,0.445
201,20190409_201,Gastrulation,10,201_gastrulation_19,0.481,0.366
201,20190409_201,Gastrulation,10,201_gastrulation_20,0.514,0.361
201,20190409_201,Gastrulation,10,201_gastrulation_21,0.397,0.394
201,20190409_201,Gastrulation,10,201_gastrulation_22,0.471,0.386
201,20190409_201,Gastrulation,10,201_gastrulation_23,0.431,0.393
201,20190409_201,Gastrulation,10,201_gastrulation_24,0.46,0.401
201,20190409_201,Gastrulation,10,201_gastrulation_25,0.433,0.403
205,20190409_205,Gastrulation,15,205_gastrulation_1,0.385,0.374
205,20190409_205,Gastrulation,15,205_gastrulation_2,0.459,0.375
205,20190409_205,Gastrulation,15,205_gastrulation_3,0.496,0.37
205,20190409_205,Gastrulation,15,205_gastrulation_4,0.533,0.36
205,20190409_205,Gastrulation,15,205_gastrulation_5,0.448,0.42
205,20190409_205,Gastrulation,15,205_gastrulation_6,0.489,0.389
205,20190409_205,Gastrulation,15,205_gastrulation_7,0.461,0.43
205,20190409_205,Gastrulation,15,205_gastrulation_8,0.439,0.377
205,20190409_205,Gastrulation,15,205_gastrulation_9,0.437,0.443
205,20190409_205,Gastrulation,15,205_gastrulation_10,0.469,0.453
205,20190409_205,Gastrulation,15,205_gastrulation_11,0.535,0.394
