"","X359","X361","X363","X365","X367","X371","X373","X375","X379"
"g31021",245,129,182,131,151,143,53,187,81
"g55852",122,91,123,68,88,55,39,119,67
"g42273",63,120,79,72,90,56,44,126,46
"g42274",850,937,1040,959,833,1097,777,719,1052
"g42275",5411,5134,6687,4437,4755,3450,2761,4739,3522
"g18529",5316,5904,6559,6374,4041,6818,5064,4309,6929
"g18527",606,435,546,360,446,324,289,432,334
"adi2mcaRNA28252_R1",957,833,1029,722,823,654,567,808,575
"g30047",879,940,977,800,764,964,770,546,1154
"g34960",834,1137,2763,3130,2126,1766,1343,893,1810
"g28495",2544,2209,2838,1737,1874,1639,1339,2086,1294
"adi2mcaRNA5938_R1",114,108,159,150,119,154,141,67,139
"g34466",168,104,186,112,89,76,55,111,64
"g31879",6641,8266,10120,8774,10927,12596,7956,8012,11358
"g50057",82,96,78,94,94,97,143,78,167
"g62004",6960,7142,7550,6588,6887,9985,7695,4371,11428
"g62002",177,155,398,308,310,317,194,153,285
"g36050",1407,1156,1356,846,1119,643,654,1045,786
"g36059",4118,3779,4775,4197,3541,4250,3116,3098,5437
"g67789",417,398,536,448,406,685,364,363,501
"g67780",2124,2346,2112,2193,1857,2551,1812,1261,2605
"g57107",2763,2328,2907,1740,2397,1656,1576,2367,1852
"g60310",492,434,488,494,301,579,427,289,623
"g65921",30,28,46,44,25,27,10,91,10
"g65922",102,100,178,192,111,59,49,203,47
"g65924",664,712,927,742,813,998,791,531,968
"adi2mcaRNA11042_R0",1954,1736,2513,1899,1943,1338,1102,2001,1548
"g12045",81,85,119,140,75,227,167,83,260
"g4741",734,648,690,878,528,1208,873,463,946
"g26518",88,57,108,137,109,46,19,106,52
"adi2mcaRNA4043_R0",542,544,418,196,354,277,248,336,294
"g11025",463,503,694,630,430,730,572,288,720
"g54477",3067,2899,2678,2323,2200,2179,1396,2213,1654
"g48453",526,530,506,488,388,650,441,365,718
"g38454",413,405,430,350,312,286,217,331,291
"g63509",3471,3727,5038,5551,3131,7343,5511,3608,7336
"g39006",230,218,221,190,190,326,278,137,283
"g39005",1181,1248,1829,1780,1767,2106,1860,1474,2190
"g39003",4281,4787,4937,4590,3455,5355,4137,3098,5232
"g54598",829,690,827,720,714,809,704,582,891
"g14886",189,164,204,197,202,250,213,194,283
"g14887",872,1062,1204,983,944,1194,838,698,1180
"g47951",68,44,49,11,29,15,15,43,13
"g7155",880,804,1178,1003,963,1407,1003,918,1342
"g7156",139,158,208,166,157,197,190,106,189
"g20986",530,419,681,373,615,280,199,433,274
"g15598",177,233,271,197,180,302,207,147,267
"g66818",183,91,328,107,167,64,54,174,72
"g49275",461,501,534,604,487,618,516,373,724
"adi2mcaRNA27191_R0",281,217,297,249,239,157,125,243,180
"g35914",1205,1223,1352,1294,820,1610,1290,852,1770
"g29244",757,819,1087,741,1153,1261,800,799,1166
"adi2mcaRNA30548_R0",3978,3436,4133,2498,2954,2350,1596,3209,2695
"g65357",423,323,440,295,314,201,183,305,267
"g64509",51,63,48,29,48,17,20,74,21
"g9520",1113,803,1329,901,903,667,492,1151,705
"adi2mcaRNA32854_R0",1108,1089,1131,710,878,818,592,985,664
"g62904",326,417,519,576,438,755,699,510,707
"g28023",2110,2014,2143,1700,1492,1568,974,1777,1519
"g28022",501,511,632,530,416,614,519,388,575
"g29376",102,94,65,44,61,43,28,84,32
"g70332",327,387,452,374,378,403,336,155,458
"g11594",1015,837,1056,582,734,664,576,920,591
"g56890",216,202,331,344,285,284,218,103,329
"g56895",1909,1661,2095,1148,1386,1097,780,1368,1057
"g10178",794,551,829,591,447,457,355,583,358
"g24465",1673,1669,2410,2050,2054,2593,2236,2001,2861
"g24463",821,898,851,877,667,1097,695,449,984
"adi2mcaRNA34092_R0",2790,2823,3587,3500,4444,4530,3147,3309,4730
"adi2mcaRNA31559_R0",281,245,450,354,283,361,280,224,476
"g69571",1671,1949,2334,1565,1622,1433,1094,1647,1285
"g54258",486,490,631,685,619,735,654,516,866
"g54251",1270,1098,1572,864,1072,922,656,1062,790
"g7393",334,289,341,229,366,185,179,260,161
"g3896",2976,3003,4017,4209,4432,5791,4402,3587,5440
"g3897",5397,5996,5681,5923,4585,7506,4636,3817,6781
"adi2mcaRNA21801_R0",593,601,673,714,414,779,702,497,804
"g24374",153,218,247,217,275,376,260,75,473
"g48105",936,899,1066,1047,659,1378,1053,604,1374
"g60605",1399,1413,1991,2053,2162,2541,2118,1614,2761
"g49470",70,33,55,77,49,66,76,43,120
"g45769",5684,5703,6140,4068,4751,3932,2906,5222,3792
"g45764",100,133,168,123,135,69,67,147,74
"g45763",478,552,533,516,476,714,429,298,691
"g51831",874,815,1087,970,891,1207,738,769,1155
"g53480",1568,1294,1603,1064,1105,786,710,1253,800
"adi2mcaRNA18163_R0",1000,1026,1081,1021,1130,1244,927,694,1373
"g35424",853,1046,1804,1640,1959,1724,1258,1345,1854
"g8562",499,500,733,588,531,879,817,354,758
"g29178",1789,1823,1959,1460,1465,1167,824,1790,1158
"g32819",68,84,161,123,108,148,89,80,108
"g40074",255,176,263,225,260,242,285,149,274
"g9975",1005,1003,1091,1011,800,1322,1140,712,1351
"g68920",516,407,475,398,502,332,258,413,192
"g31734",373,353,345,303,275,440,362,256,494
"g31733",134,119,155,148,119,161,176,68,166
"g6797",924,791,994,874,758,675,514,902,669
"g33399",1985,1600,1852,1380,1613,1204,867,1676,1315
"g46182",1447,1781,2158,2091,1123,2543,1803,1605,2231
"g46458",346,453,440,470,332,460,403,266,596
"g32042",276,267,416,319,317,389,297,288,462
"g9020",95,75,47,26,37,40,7,56,18
"g70557",173,101,170,166,144,191,163,103,171
"g70552",364,369,413,335,360,475,359,194,420
"g70550",1830,2124,1854,1428,1448,1316,859,1377,1043
"adi2mcaRNA23539_R0",2871,2900,3509,2382,2460,2290,1627,2842,2182
"g63599",1090,1080,1258,869,807,844,593,839,638
"g38300",354,591,358,342,362,672,648,144,790
"g33804",17,27,37,61,56,63,27,16,44
"g33806",42,51,109,93,95,109,63,38,119
"g33801",33,52,102,87,67,81,46,35,89
"g25322",345,333,384,255,303,209,194,284,209
"g33809",32,25,73,57,53,71,50,31,87
"g58049",391,488,556,473,415,533,368,316,596
"g42552",79,27,54,34,20,16,18,44,10
"g62715",306,241,368,317,302,433,303,148,478
"adi2mcaRNA21029_R0",1289,1173,1400,963,1061,828,675,1258,774
"g51121",1637,1477,1733,1426,1135,1064,794,1457,1013
"g4244",1953,1789,2154,1914,1674,2313,1601,1205,2138
"g17816",458,460,659,512,578,552,471,338,577
"g19240",332,284,444,275,320,180,132,238,226
"g58303",4348,3957,4565,2699,3463,2474,1952,3582,2363
"g61950",1440,1496,2022,1559,1738,2041,1932,1233,1782
"g26919",2194,1852,2563,1703,1791,1649,1185,1912,1380
"g12572",7884,8561,8847,9342,6042,9411,7994,7104,10796
"g7584",66,83,81,62,68,108,89,54,139
"g53519",291,257,330,360,266,441,259,246,351
"g53518",3001,3146,2999,2653,2517,3462,2725,1913,3878
"g44605",13319,14099,18803,21658,14544,27180,24006,13422,32398
"adi2mcaRNA39216_R2",131,82,80,42,85,40,33,83,67
"g68830",338,304,339,295,299,225,167,267,182
"g68838",1008,803,947,915,767,1020,953,725,1111
"g10865",25,52,39,72,44,78,88,21,78
"adi2mcaRNA29814_R0",287,289,469,469,247,551,388,251,542
"g9555",363,249,379,201,276,210,133,289,204
"g45264",453,487,477,572,380,567,522,390,631
"g39717",708,563,798,731,836,947,700,651,929
"adi2mcaRNA8409_R0",2102,1845,2742,1860,1857,1601,1167,1938,1493
"g43148",56,35,59,38,22,12,9,48,12
"g33339",1865,2055,1834,2339,1391,2376,1975,1207,2673
"g33338",125,95,171,186,119,197,178,40,156
"g70148",271,205,246,270,181,304,241,171,369
"g47648",1283,1394,1750,1604,1325,2295,1465,1140,2189
"g47640",208,184,340,190,117,67,35,132,72
"g47642",98,58,132,81,44,40,20,75,28
"g32995",75,18,61,27,36,13,11,49,14
"g32418",1413,1366,1626,1250,1335,1058,773,1189,932
"g25371",500,509,661,382,364,201,235,422,342
"g10353",668,630,1119,1045,755,1132,968,628,1394
"g27562",994,855,1275,848,940,644,512,811,744
"g27565",1580,1819,2011,1871,1208,2430,1494,1037,2380
"g38594",566,635,542,660,466,1029,606,354,1130
"adi2mcaRNA16513_R0",713,701,640,611,661,874,589,461,842
"g22756",525,547,857,891,478,824,714,600,830
"g53106",1415,1328,1363,932,1083,984,820,1131,919
"g37900",4644,5334,5615,5537,4629,6417,4237,3457,6824
"g27229",708,651,739,721,531,1033,760,497,1092
"g49549",2868,3092,3981,4327,2853,4048,3275,2705,4153
"adi2mcaRNA4396_R0",627,688,1145,1107,1194,1406,1162,884,1227
"g28889",1255,1455,2520,2212,2055,2218,1518,1206,2527
"g28880",985,942,1204,1059,1328,1329,1056,1061,1341
"g2660",2155,2156,3228,2369,2724,2561,1902,2001,3045
"g65348",755,642,800,489,486,436,355,504,420
"g25480",22,10,20,30,37,27,24,7,48
"g25157",254,200,295,213,407,372,288,209,393
"g60830",1297,1314,1962,1948,1616,2531,1627,1402,2221
"g25159",261,226,326,226,427,421,316,228,423
"g46897",196,174,225,151,163,144,86,172,87
"g63080",77,114,55,42,71,40,23,59,42
"g68931",75,118,123,118,62,73,30,129,39
"g57306",11690,11580,17672,16643,13565,15066,9055,9909,15324
"g54967",1266,1360,1298,872,988,1690,1406,894,1592
"g54966",2444,2553,3014,2734,2513,3848,2569,2612,3659
"g11608",425,365,535,526,552,511,445,374,495
"g60582",10658,12808,14913,15144,13081,18320,13562,12186,15928
"g60586",6841,6230,6987,3869,5229,3774,3118,5327,3723
"g68207",296,291,334,332,435,460,328,219,509
"g68202",2693,3283,2937,3039,2149,3801,2786,1735,3746
"g1880",276,242,331,267,224,359,278,169,343
"g3956",4083,3653,4120,3144,2567,2530,1887,3646,2601
"g52474",230,263,247,217,249,408,245,197,338
"g52470",4750,4326,4933,3955,4033,3658,2626,4023,3622
"g49152",468,405,600,455,519,547,536,369,798
"g52479",124,97,116,85,61,64,49,125,46
"g51847",992,806,1220,746,821,625,512,793,609
"g49149",3573,3593,4506,3801,3945,4482,2842,3011,4074
"g15513",1119,1139,245,214,249,176,113,205,211
"g15510",734,480,749,465,569,388,343,617,457
"adi2mcaRNA10013_R0",4040,3550,4134,3126,3548,3002,2358,3416,2932
"g11420",2222,2499,3598,2871,3780,3793,2951,3255,3914
"g55792",466,377,488,296,305,298,211,358,264
"g43846",376,331,191,126,171,243,128,222,183
"g35991",1006,1017,1021,830,707,732,483,728,576
"g35990",485,593,492,408,496,405,264,507,342
"g35993",1201,1157,1202,1273,854,1503,990,875,1419
"g64234",773,673,493,345,333,413,273,426,389
"g64238",1878,1683,2026,1276,1571,1094,946,1617,1095
"g18645",393,303,312,216,335,194,165,336,267
"g43260",50,49,39,30,40,90,59,40,85
"g43269",1216,1151,1242,922,990,952,607,880,780
"g40404",417,428,662,551,422,783,657,350,854
"adi2mcaRNA9177_R1",1030,1672,1181,1064,988,1601,1710,681,1617
"g1877",174,200,117,100,115,112,82,185,139
"g36978",1276,1293,1290,1014,1108,814,747,1081,909
"g36977",733,804,849,810,807,1011,713,638,913
"g36974",1476,1377,1548,1521,1178,1772,1283,1074,1805
"g36975",808,732,1120,1157,879,1123,813,534,1131
"adi2mcaRNA41056_R9",81,56,72,83,29,32,12,73,34
"g47633",247,188,219,141,176,128,80,200,82
"g65535",194,222,252,148,161,297,211,180,304
"g47634",153,140,173,92,116,31,49,129,38
"g22384",48,75,81,37,91,113,105,30,115
"g24976",932,860,1584,1714,1493,1307,950,718,1486
"g24973",3509,3470,3576,2956,2692,2927,2114,2970,2414
"adi2mcaRNA29437_R0",1071,927,1172,738,884,764,560,865,720
"adi2mcaRNA32698_R0",392,417,654,569,539,599,427,334,552
"g60218",1060,990,1130,709,959,672,527,907,713
"g60213",317,251,407,355,247,588,416,283,499
"g60216",979,780,1308,1050,986,1290,860,878,1063
"adi2mcaRNA31040_R0",1255,1361,1392,1249,1083,1579,1013,1059,1705
"g70624",1607,1936,2000,2110,1464,2396,1755,1366,2741
"g8796",405,300,837,709,828,835,829,394,989
"adi2mcaRNA41178_R0",1362,1131,1644,1261,1320,1531,1025,978,1664
"g20815",813,699,1056,945,1094,1198,941,775,1192
"g7318",2030,2180,2205,2294,1396,2607,1869,1415,2810
"g7313",3815,4074,3320,3236,2767,5145,3536,2304,4319
"g4666",5613,4831,5976,3589,4247,3678,2645,4500,3520
"g35987",1738,1437,2013,1435,1393,1122,917,1481,1215
"g3367",3325,4084,5151,5085,5602,7514,5525,4119,7767
"g58636",161,172,218,207,192,305,183,190,321
"g14150",346,310,355,204,233,175,137,272,158
"adi2mcaRNA18544_R0",742,1014,1310,1081,1231,1789,1089,1115,1396
"g2969",141,129,290,242,211,172,106,90,237
"g34801",2169,1817,2230,1398,1570,1050,1156,1928,1159
"g7870",55,56,50,52,102,88,98,35,103
"g7874",183,184,134,193,109,251,193,111,266
"adi2mcaRNA4286_R0",565,529,793,472,595,407,276,521,374
"g40414",764,798,688,717,586,751,775,452,1080
"g27860",1194,1401,1263,1034,1269,1692,1075,901,1662
"g66167",80,63,108,132,70,129,92,58,151
"g35029",855,929,1434,1152,1212,1486,944,943,1292
"g9521",268,235,376,274,300,206,119,327,172
"g32336",751,572,906,640,769,440,334,700,494
"g70885",263,149,198,161,171,135,56,171,114
"g67951",282,357,501,500,551,592,476,242,555
"g42305",513,448,533,504,434,645,404,258,634
"g47761",1290,1590,1573,1415,1144,1793,1389,1113,1526
"g47766",3705,4053,4428,3378,3493,3141,2258,3664,3014
"g62827",894,926,1412,703,886,593,477,741,500
"g62826",3052,3762,3345,3076,2860,4123,2706,2028,3963
"g64793",75797,90731,117664,102682,95303,117835,75443,76424,118532
"g46680",98,85,105,76,69,46,41,65,44
"g46970",4490,4109,5130,3511,3929,3283,2547,3781,3255
"adi2mcaRNA1144_R0",1747,1723,2030,1971,2031,2658,1799,1792,2277
"g65443",176,181,133,92,111,70,82,116,102
"adi2mcaRNA1829_R1",5259,6089,7475,5780,5809,8400,6733,3497,10006
"g65446",273,203,217,272,173,375,228,169,327
"g70075",10616,10866,12931,11251,9977,13696,9623,7230,17270
"g62793",352,291,355,471,255,459,427,275,388
"g62792",2837,3084,3117,3463,1843,3790,2887,1891,3789
"g10291",537,606,641,583,458,709,550,365,637
"adi2mcaRNA4067_R1",1563,1565,1623,1173,1268,1184,775,1203,1203
"adi2mcaRNA39174_R9",91,137,95,43,74,61,43,83,45
"g9260",69,53,90,164,33,63,135,50,165
"g9265",592,487,723,498,621,707,570,434,666
"g57613",445,495,653,407,442,743,463,419,601
"g57611",1181,1018,976,1308,716,1507,1058,691,1523
"g69327",17,20,36,48,23,45,40,19,50
"g47150",3514,3403,3734,2704,2844,2444,1856,2841,2230
"adi2mcaRNA30533_R1",42,53,76,81,57,83,43,28,93
"g4522",955,825,1206,1239,1056,1821,1587,672,1877
"adi2mcaRNA23543_R0",333,312,379,358,285,430,296,222,459
"g21702",1241,1116,1570,1290,1417,1401,1078,931,1368
"g45153",1278,1271,1445,1206,1237,1597,1100,1027,1523
"g45150",1783,1899,2806,2244,2094,3009,2426,1926,2906
"adi2mcaRNA11174_R0",1764,1750,1934,1457,1575,1265,1083,1515,1334
"g38241",1381,1273,1233,746,1074,707,646,1052,769
"g34985",727,650,673,609,434,516,380,624,422
"adi2mcaRNA6430_R0",6649,6004,6440,4438,4569,4090,2812,5168,3756
"g52143",96,103,164,80,78,52,49,94,49
"g40330",93,65,151,143,126,178,115,73,217
"g40337",460,358,387,299,303,253,188,431,196
"g38040",167,171,228,164,130,270,214,123,299
"g16338",39,50,45,47,65,61,52,19,85
"g16332",181,226,283,184,235,126,108,183,129
"g29723",222,309,312,286,231,357,282,199,364
"g29728",477,638,576,492,493,694,519,416,800
"g33746",261,260,280,246,243,306,301,235,347
"g33745",490,498,508,679,417,575,574,398,666
"g33742",129,150,167,225,119,254,226,87,307
"g33291",818,684,987,959,648,1010,922,579,1194
"g33292",59,28,107,104,60,93,96,50,144
"g71334",2740,2879,2581,1955,2092,1979,1502,1945,2005
"g23006",4683,4537,4676,3735,3638,3761,2738,3955,3264
"adi2mcaRNA28657_R0",1612,1734,2371,2249,2315,3362,2466,1949,3548
"g28806",371,428,587,539,279,717,539,384,638
"g19683",535,358,688,241,417,227,188,491,303
"adi2mcaRNA36231_R1",30,25,59,30,49,58,65,44,91
"g47043",604,420,594,344,389,250,222,513,293
"g25400",164,153,207,168,163,201,139,90,211
"g39287",35,65,53,54,46,24,9,37,20
"g64610",185,130,295,318,297,222,152,134,355
"adi2mcaRNA15979_R1",232,229,321,122,202,101,135,232,94
"adi2mcaRNA31527_R2",157,100,169,106,133,211,197,157,204
"g23949",116,99,71,56,56,34,20,104,70
"g11358",98,54,96,55,68,163,91,18,234
"g67453",369,493,60,32,100,39,12,18,20
"g27620",878,854,923,864,686,1010,831,636,1231
"g67454",338,652,114,82,46,13,12,9,7
"adi2mcaRNA38081_R0",43,37,52,62,54,64,62,38,74
"g50710",1908,1640,2126,2084,1577,2229,1614,1302,1935
"adi2mcaRNA13589_R0",1242,1319,1612,903,1299,712,694,1321,743
"g59713",1792,1737,1836,1442,1525,1776,1774,1202,2169
"g59715",1344,1209,1407,1571,791,1846,1237,821,1566
"g59716",671,796,810,538,642,519,407,686,556
"g2269",31,58,55,68,58,102,79,18,98
"adi2mcaRNA32317_R1",80,44,74,70,60,16,17,68,36
"g44164",2681,2535,2751,2733,2364,3215,2284,1778,3210
"g55713",11727,13103,11647,12391,9702,15978,12556,7576,17242
"g55712",2204,2572,3450,3432,3302,4497,3056,2259,4298
"g14646",41,34,36,27,34,17,0,42,13
"g10945",77,82,95,117,104,122,137,68,151
"g10944",1407,1262,1670,1037,1209,962,787,1057,930
"g49855",2286,2166,2802,1637,1906,1572,1244,2178,1735
"g49854",741,746,672,753,588,1113,864,430,1214
"g33969",94,96,156,184,113,151,136,109,170
"g70628",3572,3540,3751,2928,3184,2868,1953,3515,2570
"g6412",874,950,928,907,739,1138,772,660,1109
"g47454",630,506,732,433,542,366,355,637,343
"g47457",10349,10517,8644,7408,6862,5279,3710,5721,6660
"adi2mcaRNA22790_R9",644,673,608,446,431,313,353,422,430
"g31127",4305,3698,4659,2816,3667,2381,1916,3681,2314
"g19311",1012,1216,1343,1397,1409,2254,1719,1247,2335
"g22799",187,106,257,240,191,186,170,121,258
"g22567",2882,3309,3934,3287,3999,5158,3512,2910,5040
"g22568",799,699,1260,1408,850,1743,1372,606,1817
"adi2mcaRNA24514_R1",1547,1529,1548,984,1133,1051,841,1244,1028
"adi2mcaRNA24514_R0",2640,2504,2695,1849,2220,1718,1381,2141,1653
"g31426",737,621,797,423,587,423,408,671,479
"g71333",4770,5249,6126,5856,6331,8200,6068,5455,8111
"adi2mcaRNA3042_R0",455,470,629,568,489,704,576,468,521
"g67242",1725,1831,2027,1798,1543,2080,1356,1231,2185
"g67246",1161,1285,1232,1296,747,1624,1163,974,1624
"g48279",2523,2649,3219,2529,2385,3098,2526,2148,2936
"g59158",2737,2381,3172,1736,2488,1518,1224,2328,1604
"g9731",1684,1759,2280,2158,2309,2379,2088,1832,2591
"adi2mcaRNA24257_R2",1101,960,1091,1041,909,1385,962,742,1423
"adi2mcaRNA37023_R0",108,75,88,81,54,40,52,103,41
"g25213",188,267,221,123,95,127,80,185,82
"adi2mcaRNA18746_R2",739,788,924,902,1097,1127,927,845,1090
"adi2mcaRNA823_R0",5440,5851,8759,9728,8890,14090,11047,6188,15689
"g15643",525,531,510,419,364,594,479,366,594
"g5280",342,364,356,262,277,513,377,176,679
"g60712",5168,4922,5352,4870,3986,5349,4777,3067,5709
"g9786",573,661,668,427,448,385,303,391,385
"g55131",436,475,439,530,382,513,518,330,622
"g55133",1401,1581,1942,1694,1487,2026,1563,1298,2251
"g53997",2393,2294,4592,5057,2758,5164,3411,1844,4951
"g53991",816,688,1368,937,1396,1301,1269,1092,1598
"g53992",1162,1103,1124,804,927,834,645,964,717
"g51597",110,74,129,109,114,125,95,79,174
"g42250",1152,1188,2290,1923,1545,2016,1340,1055,2577
"g45529",3691,3824,4441,4559,2550,4939,3442,2581,4688
"g32651",2400,2498,2447,2432,1905,3346,2068,1549,3271
"g2268",754,473,925,818,882,903,631,724,1089
"g20211",226,95,269,173,159,418,312,102,294
"g50645",217,170,198,149,127,121,111,197,120
"g39455",340,337,458,301,352,364,284,196,537
"g55963",367,407,348,333,520,489,460,161,560
"g55966",625,644,812,482,704,754,781,474,838
"g55964",177,155,162,144,167,229,190,86,198
"g37970",126,76,59,53,28,29,14,81,10
"g49953",861,780,915,825,528,1041,860,611,1247
"g40720",494,532,1064,722,842,763,615,494,931
"adi2mcaRNA1763_R2",132,114,71,69,54,52,39,103,44
"adi2mcaRNA25556_R3",114,101,11,10,7,17,6,11,26
"g54272",108,84,65,57,57,50,37,67,41
"adi2mcaRNA13963_R0",47,47,27,37,37,67,63,30,102
"g30053",585,472,583,562,492,680,746,306,683
"g30052",430,395,381,211,258,194,209,285,166
"g2336",689,529,582,465,527,373,334,491,371
"g28526",1716,1743,1490,1292,1874,2131,2197,1025,2414
"g28525",66,62,90,89,110,109,112,43,73
"g38353",1256,1439,1975,1973,1886,2224,1499,1497,2052
"g62179",654,530,577,385,435,354,322,384,332
"g30589",8560,6545,10736,5984,7923,4340,3220,8632,4708
"g23534",384,434,540,490,420,519,529,354,544
"g36290",3855,4621,5485,5517,5429,7499,5688,3736,7678
"g36741",6619,7300,7289,7066,4943,8258,6037,4488,8520
"g36746",2265,1977,2799,1537,1964,1276,1120,1897,1733
"g31210",429,399,440,458,443,620,594,372,567
"g27530",3102,3699,3841,3716,3409,4581,2997,2044,4308
"g28162",59,124,143,53,147,180,69,58,275
"g26284",228,348,436,326,340,519,422,267,273
"g7400",37,28,99,55,82,93,65,39,126
"g27888",3208,3168,3277,3190,2274,3943,3186,2239,4454
"g60906",8852,8929,8293,5254,6279,5482,4249,6977,5823
"g58096",156,195,226,200,138,265,193,171,263
"adi2mcaRNA23476_R1",459,566,877,962,722,1216,635,428,1229
"g54899",99,150,244,151,117,253,139,92,191
"g56942",57,51,31,42,40,18,3,28,14
"g56947",259,259,468,359,405,417,315,342,467
"g29290",472,446,440,454,361,658,394,372,566
"g11195",588,496,725,785,679,816,696,519,856
"g10245",4292,4599,5145,4285,3688,3767,2654,4028,2869
"g63342",68,115,35,7,24,18,5,20,23
"g53811",363,283,340,245,261,162,149,299,165
"g39179",212,202,261,147,129,132,91,149,100
"adi2mcaRNA5502_R0",721,686,872,668,665,931,521,507,863
"g7932",1117,1164,1679,1863,990,2032,1404,835,2195
"g34039",215,216,241,201,188,104,114,197,108
"g51413",521,514,589,585,284,771,558,364,683
"g7069",90,79,148,97,111,94,141,77,196
"g38621",652,600,576,320,383,376,272,407,278
"g13127",1790,1550,1681,1154,1413,1101,907,1426,1071
"g13123",387,331,486,452,544,559,413,386,549
"g18270",6563,6928,9933,6753,7649,7711,6161,5335,7722
"g40887",278,276,237,194,141,198,123,212,155
"adi2mcaRNA12975_R0",399,435,729,419,695,652,521,474,706
"adi2mcaRNA19686_R8",480,395,425,300,406,267,205,405,266
"adi2mcaRNA19686_R0",1207,1094,1297,1078,1012,763,427,1313,708
"adi2mcaRNA19686_R3",2271,2038,2955,1727,1754,1747,890,2465,1549
"adi2mcaRNA19686_R5",3122,2949,3600,2887,2973,1672,1411,3302,2074
"adi2mcaRNA19686_R4",332,295,400,234,341,227,165,299,176
"g14555",1083,1086,1588,1324,1238,1382,1051,851,1786
"g14556",648,675,763,751,785,913,642,601,796
"g42488",2299,2786,4144,3836,4120,5365,3681,2982,4774
"g66766",1280,1382,1588,1390,1315,1491,1168,928,1417
"adi2mcaRNA3796_R3",2088,2452,2423,2556,2459,2681,2292,1992,2759
"g34955",1177,1207,713,658,1235,2151,1876,500,1784
"g34839",751,692,1117,910,817,1299,962,764,1380
"g15292",1291,1131,1357,998,1156,905,746,1198,922
"g36881",11200,14752,16185,14592,18766,26691,20618,13081,27184
"g36887",906,937,1347,1189,1446,1643,1263,1053,1813
"g36885",48610,61656,67616,61773,78110,116843,90202,53945,111689
"adi2mcaRNA19352_R1",1525,1346,1714,1421,1291,1119,776,1256,988
"adi2mcaRNA38900_R1",130,33,176,193,91,194,187,116,188
"adi2mcaRNA38900_R0",878,995,1127,1204,1022,1608,1116,880,1675
"g28199",336,376,39,46,64,32,20,15,48
"adi2mcaRNA37176_R0",378,383,395,249,243,230,157,254,218
"g29245",41,79,41,45,37,24,13,28,7
"g28853",393,461,463,385,293,302,196,469,306
"g37372",10198,12540,17117,14757,11750,16254,11804,7960,14233
"g38602",580,562,668,669,546,997,597,607,913
"g9301",137,109,130,104,88,73,42,98,72
"g57158",632,881,771,664,554,539,387,785,442
"g61673",175,166,210,149,119,241,177,122,248
"g51658",443,451,763,702,592,506,451,369,668
"g51654",2663,2793,2713,2012,2036,1890,1616,2223,1931
"g20927",119,85,274,297,203,267,187,156,216
"g20924",347,361,396,318,313,248,206,277,197
"adi2mcaRNA25351_R0",3581,3361,4015,3518,3497,2597,1967,3309,2339
"g24237",1657,1634,1375,1447,1260,1995,1587,1146,1861
"g54443",517,376,496,323,265,254,205,291,259
"g5111",157,119,174,81,119,71,56,126,93
"g5119",1976,1902,2270,1381,1744,1236,1113,1758,1363
"g33573",6020,6168,7104,6482,7033,8391,5842,5625,8363
"g39693",341,287,241,229,201,225,124,247,201
"g39699",979,1053,1414,1241,1443,2116,2044,1134,2826
"adi2mcaRNA6492_R0",85,75,168,136,153,128,90,57,122
"g35557",305,312,507,281,350,516,495,228,656
"g32785",3044,2892,2696,1904,2235,2047,1625,2323,1990
"g32788",1526,1282,1728,1440,1276,1116,875,1363,1026
"g30315",340,369,763,798,489,608,429,260,641
"g1495",463,483,608,475,492,604,387,307,514
"g47982",829,788,839,800,630,1158,797,668,1191
"g60773",54,73,28,32,16,13,20,49,26
"g37578",12349,11844,8150,6190,6870,7358,5824,9198,5837
"g38788",683,656,862,634,660,755,602,540,870
"g38786",869,817,804,920,556,1024,872,590,1157
"g33666",754,527,816,867,921,1147,818,622,927
"g15037",1026,1250,1025,1009,577,1426,1106,552,1227
"g32201",3515,3210,4145,2552,3008,2616,1834,2884,2392
"g35962",3778,3739,3994,3245,3133,3157,2046,3289,2949
"g35966",353,410,383,224,263,191,177,202,174
"g35968",3131,3276,3497,3668,2662,3988,2975,2932,3949
"g35969",1408,1574,2331,1809,2386,2622,1748,2044,2872
"g49156",1826,1861,1972,2159,1075,2265,1650,1120,2362
"adi2mcaRNA11698_R0",595,531,619,349,464,335,254,417,407
"g21638",105,157,92,95,45,72,45,84,55
"adi2mcaRNA19725_R7",1667,1381,1642,1283,1448,1162,916,1508,860
"g35000",1919,1576,1979,1154,1436,1178,859,1582,1105
"g26366",1083,1025,858,967,754,579,556,703,585
"g71416",685,617,669,582,499,559,276,615,446
"adi2mcaRNA14954_R0",5404,6281,8411,7673,9485,10694,7213,7390,9980
"g68714",850,860,788,687,780,595,555,760,522
"g59987",11794,11710,15084,14910,14217,22168,17274,8687,24123
"adi2mcaRNA17199_R0",1473,1402,1600,1161,1382,1030,791,1379,992
"g10612",351,307,467,420,369,587,329,160,504
"g10610",1011,1286,990,1158,747,1424,1123,644,1601
"g60465",251,303,451,245,239,371,312,137,357
"g667",385,401,428,342,391,322,218,406,254
"g34173",49,77,34,54,27,32,24,60,22
"g63849",1071,1062,1361,1043,1285,1722,1190,1050,1486
"g1923",1516,1795,1587,1497,1355,1935,1384,1060,1802
"g20226",307,267,348,260,259,466,371,254,270
"adi2mcaRNA23574_R0",146,163,294,234,276,262,205,193,274
